title;main_story_length;mainextra_length;completionist_length;combined_length;platform
Viking: Battle for Asgard;13;17.5;26.5;17.5;PlayStation 3
Mortal Kombat: Komplete Edition;8.5;13;39;11.5;PlayStation 3
DuckTales: Remastered;3.5;4.5;7.5;4;PlayStation 3
Bionic Commando Rearmed;5.5;8;10;6.5;PlayStation 3
Hoard;6.5;11;58;10;PlayStation 3
Jet Set Radio;7;11;15;9;PlayStation 3
Outland;6.5;9;13;8.5;PlayStation 3
The Last of Us;15;17;22;16;PlayStation 3
Tower of Guns;1.5;3;5.5;3;PlayStation 3
Alien Breed 2: Assault;5;7;7.5;5.5;PlayStation 3
Doom II: Hell on Earth;7;9;13;8.5;PlayStation 3
Guardians of Middle-Earth;;36;;;PlayStation 3
Vessel;9.5;13;13;12;PlayStation 3
Contrast;3.5;3.5;4;3.5;PlayStation 3
Sonic Adventure DX;9.5;17.5;42;14.5;PlayStation 3
Tom Clancy's Splinter Cell: Blacklist;10.5;17;27;13.5;PlayStation 3
Doom 3: BFG Edition;10;16;35;13.5;PlayStation 3
Lost Planet 3;11.5;14;13.5;12.5;PlayStation 3
PixelJunk Shooter;5;6;9;6.5;PlayStation 3
Prince of Persia (2008);12;15.5;17.5;14;PlayStation 3
Tom Clancy's Splinter Cell: Double Agent;11.5;11.5;15.5;12;PlayStation 3
Batman: Arkham Origins Blackgate;7;9.5;10;8.5;PlayStation 3
Assassin's Creed: Freedom Cry;4.5;5.5;7;5.5;PlayStation 3
Call of Duty 4: Modern Warfare;7;9.5;16;7.5;PlayStation 3
Dead Rising 2;14.5;18.5;47.5;18;PlayStation 3
PixelJunk Eden;8;13;17.5;12.5;PlayStation 3
Poker Night 2;5;11;13.5;11;PlayStation 3
Prince of Persia: The Sands of Time;9;10;12;9.5;PlayStation 3
Prince of Persia: Warrior Within;12.5;14.5;18.5;14;PlayStation 3
Quantum Conundrum;6;8;12;7;PlayStation 3
Shadow of the Colossus;9.5;11;20;10;PlayStation 3
Resident Evil HD Remaster;10;13.5;34.5;12;PlayStation 3
Life Is Strange - Episode 1: Chrysalis;3.5;;;;PlayStation 3
Chrono Trigger;23.5;26;46;27;PlayStation 3
Final Fantasy VI (Final Fantasy III NA);34;41;66.5;42;PlayStation 3
Lightning Returns: Final Fantasy XIII;37;49.5;64.5;48.5;PlayStation 3
Metal Gear Solid;11;12.5;15.5;12;PlayStation 3
Metal Gear Solid 2: Sons of Liberty;13;14.5;19;13.5;PlayStation 3
Tom Clancy's Splinter Cell: Chaos Theory;13;13.5;21;14;PlayStation 3
Dragon Age II;26.5;37;55.5;37;PlayStation 3
Journey;2;3;5.5;2;PlayStation 3
Skullgirls Encore;3;15.5;18.5;5.5;PlayStation 3
Assassin's Creed III: Liberation;9.5;11.5;16.5;11.5;PlayStation 3
Blades of Time;9;10;11.5;10;PlayStation 3
Call of Duty: World at War;8;11.5;24;9.5;PlayStation 3
Deadly Premonition: Director's Cut;18;22.5;37;24;PlayStation 3
Kane & Lynch: Dead Men;5.5;6;8;6;PlayStation 3
Metal Gear Solid 3: Snake Eater;16;19;22.5;16.5;PlayStation 3
Zeno Clash II;6;6.5;7.5;6;PlayStation 3
Castlevania: Lords of Shadow - Ultimate Edition;18.5;23;52.5;22.5;PlayStation 3
Sniper Elite III;8;13.5;14.5;9.5;PlayStation 3
Double Dragon Neon;3.5;4.5;32.5;4;PlayStation 3
Duke Nukem Forever;9.5;12;20.5;10.5;PlayStation 3
Game of Thrones (2012);20.5;25.5;29;24.5;PlayStation 3
Sine Mora;2.5;3;5.5;2.5;PlayStation 3
Final Fantasy X HD Remaster;44.5;64;143;65.5;PlayStation 3
Hydrophobia: Prophecy;3.5;4.5;8;4;PlayStation 3
The Ultimate Doom;5.5;8;8.5;6.5;PlayStation 3
Tom Clancy's Splinter Cell;12;14.5;15;13;PlayStation 3
Devil May Cry 4;11;14.5;49;13;PlayStation 3
Ghostbusters: The Video Game;8;10;27;9.5;PlayStation 3
Ni no Kuni: Wrath of the White Witch;45.5;56.5;92.5;57.5;PlayStation 3
Operation Flashpoint: Red River;11;13;16.5;12;PlayStation 3
Prince of Persia: The Forgotten Sands;8;9.5;11;8.5;PlayStation 3
Aliens vs. Predator (2010);8.5;10.5;16.5;9;PlayStation 3
Binary Domain;9.5;10.5;16.5;10;PlayStation 3
Deadpool;7;10;14.5;8;PlayStation 3
Bayonetta;11;15.5;46.5;13;PlayStation 3
Doom 3;11;12.5;15;11.5;PlayStation 3
Mini Ninjas;8;10.5;18.5;9.5;PlayStation 3
Penny Arcade Adventures: Precipice of Darkness, Episode One;6;6.5;6.5;6;PlayStation 3
Two Worlds II;32.5;36.5;45.5;36.5;PlayStation 3
Alien Breed: Impact;5.5;6;5.5;5.5;PlayStation 3
From Dust;6.5;8.5;10.5;7.5;PlayStation 3
NiGHTS into Dreams...;2.5;4.5;5;4;PlayStation 3
Penny Arcade Adventures: Precipice of Darkness, Episode Two;6.5;7;9;7;PlayStation 3
Red Dead Redemption;18;28.5;47;26;PlayStation 3
Swords and Soldiers HD;5;8;12;5.5;PlayStation 3
Unreal Tournament 3;11;18.5;20;13;PlayStation 3
Call of Duty: Ghosts;6;7.5;9;6;PlayStation 3
Assassin's Creed: Rogue;9.5;21;36.5;18;PlayStation 3
Call of Duty: Modern Warfare 3;6;8.5;28;7;PlayStation 3
Metal Gear Solid: Peace Walker;18;28.5;91.5;26;PlayStation 3
Wolfenstein 3D;7;9.5;11;8;PlayStation 3
Infamous: Second Son;10;14;20;14.5;PlayStation 3
Diablo III: Ultimate Evil Edition;15;29;116.5;23;PlayStation 3
Doom 3: Resurrection of Evil;4;5.5;6;4.5;PlayStation 3
Final Fantasy IX;43;57.5;83;54;PlayStation 3
God of War III;9.5;10.5;17.5;10.5;PlayStation 3
Renegade Ops;5;6;13;5.5;PlayStation 3
Tales of Xillia;36;51.5;88.5;45.5;PlayStation 3
The Lego Movie Videogame;8;11.5;17;12;PlayStation 3
Lego Batman 2: DC Super Heroes;9;15;25.5;14;PlayStation 3
Lego Harry Potter: Years 1-4;13;18;26.5;19;PlayStation 3
Silent Hill 2;8;9;10;8;PlayStation 3
Space Channel 5: Part 2;4;3.5;;3.5;PlayStation 3
Battlefield Hardline;7;9.5;22;8;PlayStation 3
Transformers: Devastation;5.5;8.5;14;6;PlayStation 3
ArcaniA: Gothic 4;15.5;20.5;30.5;20.5;PlayStation 3
Beyond: Two Souls;10.5;12;24;11;PlayStation 3
Colin McRae: Dirt 2;14.5;21.5;27.5;20;PlayStation 3
Crazy Taxi;3;4;5;4;PlayStation 3
Dark Souls;49.5;67;108.5;64;PlayStation 3
Dead Rising 2: Off the Record;14;20;30;17.5;PlayStation 3
DeathSpank;8.5;11;12;11;PlayStation 3
Kingdom Hearts;28;41.5;60;36;PlayStation 3
Rise of the Argonauts;12;13;20.5;13.5;PlayStation 3
Unmechanical;2.5;2.5;3.5;3;PlayStation 3
Final Fantasy XII;57.5;91.5;157.5;93;PlayStation 3
Lego Star Wars: The Complete Saga;14;23;42.5;22.5;PlayStation 3
Record of Agarest War;87;148.5;235.5;116;PlayStation 3
Oddworld: New 'n' Tasty!;7.5;7.5;9.5;8;PlayStation 3
Batman: Arkham Asylum;12;16.5;26;15;PlayStation 3
Dead Space 3;13;16.5;24.5;15.5;PlayStation 3
Demon's Souls;33.5;49.5;89;44;PlayStation 3
Driver: San Francisco;8.5;14;22.5;12;PlayStation 3
Final Fantasy V;35;36.5;65;38;PlayStation 3
Final Fantasy X;49;81.5;173;78.5;PlayStation 3
Ico;6.5;6.5;7.5;6.5;PlayStation 3
Kingdom Hearts HD 1.5 Remix;84.5;;;;PlayStation 3
Okami;37;44;56;43.5;PlayStation 3
Titan Attacks!;1.5;3;3;2;PlayStation 3
The Elder Scrolls V: Skyrim - Legendary Edition;23;143;294;151.5;PlayStation 3
Devil May Cry 3: Special Edition;15.5;18.5;42.5;19;PlayStation 3
Sacred 3;8;8.5;11;9;PlayStation 3
Brink;6.5;13.5;19.5;9;PlayStation 3
Catherine;13.5;17;69.5;15;PlayStation 3
Gotham City Impostors;96;;21;;PlayStation 3
Homefront;4.5;6;7.5;4.5;PlayStation 3
Lego Harry Potter: Years 5-7;10.5;18;24.5;20.5;PlayStation 3
Pac-Man Championship Edition DX;4;4;7;4;PlayStation 3
Peggle Deluxe;4;12;39;7.5;PlayStation 3
Retro City Rampage DX;5.5;8.5;9.5;6.5;PlayStation 3
Sam & Max 204: Chariots of the Dogs;2.5;3;3.5;2.5;PlayStation 3
Sam & Max 205: What's New, Beelzebub?;3;3;4;3;PlayStation 3
PixelJunk Monsters Ultimate;22;24;77.5;37.5;PlayStation 3
KickBeat;2;3.5;6;2.5;PlayStation 3
Lego The Hobbit;8;16;35.5;17;PlayStation 3
God of War: Ascension;8.5;9;15;9;PlayStation 3
Kingdom Hearts II;32.5;43.5;65.5;41.5;PlayStation 3
Shin Megami Tensei: Persona 4;73;86;115.5;81.5;PlayStation 3
The King of Fighters XIII;2.5;8;220;11;PlayStation 3
Final Fantasy X-2 HD Remaster;23;38;137.5;43.5;PlayStation 3
Dragon Age: Origins - Awakening DLC;13;17.5;21.5;17.5;PlayStation 3
God of War;9;9.5;12.5;9.5;PlayStation 3
Tales of Monkey Island: Chapter 1 - Launch of the Screaming Narwhal;3;;3;3;PlayStation 3
Final Fantasy XIV: A Realm Reborn;497;450.5;;;PlayStation 3
Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst;13;24;34;17.5;PlayStation 3
Final Fantasy X-2;35;52.5;101;52;PlayStation 3
Front Mission Evolved;8;9.5;;8;PlayStation 3
Heavy Rain;10;12.5;21.5;10.5;PlayStation 3
Lego Star Wars III: The Clone Wars;9.5;16.5;31.5;17.5;PlayStation 3
Painkiller: Hell & Damnation;5;9.5;13.5;6;PlayStation 3
Singularity;7.5;9;15;8;PlayStation 3
Sonic Adventure 2;9.5;17.5;35;13.5;PlayStation 3
Xenogears;56.5;66;80;64;PlayStation 3
Yakuza 4;24;42;95.5;38.5;PlayStation 3
Dragon Ball Xenoverse;17;29.5;88;26;PlayStation 3
Dishonored: Game of the Year Edition;12.5;26.5;49;24;PlayStation 3
Dragon's Dogma: Dark Arisen;41.5;61.5;103;60.5;PlayStation 3
Fallout: New Vegas - Ultimate Edition;40;84.5;153;91.5;PlayStation 3
Might and Magic: Clash of Heroes;24.5;30;36;31;PlayStation 3
Ratchet & Clank Future: Tools of Destruction;13.5;16;39.5;15.5;PlayStation 3
Silent Hill;7;8;12.5;7.5;PlayStation 3
The Walking Dead: 400 Days;1.5;1.5;1.5;1.5;PlayStation 3
Tom Clancy's Rainbow Six: Vegas 2;9;13;11.5;9.5;PlayStation 3
Transformers: War for Cybertron;8.5;10.5;15;9.5;PlayStation 3
Castlevania: Lords of Shadow 2;15.5;21;28.5;18;PlayStation 3
Lego Batman 3: Beyond Gotham;10;17;35.5;19.5;PlayStation 3
The Legend of Korra;4;6.5;11;5.5;PlayStation 3
Yakuza 5;;61.5;;61.5;PlayStation 3
Battlefield 3;6;11.5;78;9;PlayStation 3
Battlefield 4 ;6;7;13;6.5;PlayStation 3
Hell Yeah! Wrath of the Dead Rabbit;8;8.5;8.5;8;PlayStation 3
Killzone 2;7.5;10.5;14.5;8;PlayStation 3
Lego Batman: The Videogame;9;16;29.5;16;PlayStation 3
Retro/Grade;1;4;;1;PlayStation 3
Fairy Fencer F;24;29;57.5;31;PlayStation 3
Alien Breed 3: Descent;5;5.5;5;5;PlayStation 3
Call of Duty;7.5;8;9;8;PlayStation 3
Crysis 3;7;8;12;7;PlayStation 3
Defiance;27.5;36.5;;;PlayStation 3
Devil May Cry;6.5;8;10;7;PlayStation 3
Diablo III;18.5;40.5;148.5;31;PlayStation 3
Magic: The Gathering - Duels of the Planeswalkers 2013;14.5;23;34;21;PlayStation 3
Manhunt;12.5;14.5;17;13.5;PlayStation 3
Shin Megami Tensei: Persona 3 FES;81;106.5;131.5;95;PlayStation 3
SSX (2012);7.5;12;37.5;12;PlayStation 3
"Steins;Gate";24;38.5;39;33.5;PlayStation 3
Tales from Space: Mutant Blobs Attack;4;5;7;4.5;PlayStation 3
The Baconing;7;10;13.5;10;PlayStation 3
Ibb and Obb;6;7.5;13.5;8;PlayStation 3
Saints Row: Gat out of Hell;4;7;16.5;6.5;PlayStation 3
Bionic Commando (2009);7.5;9.5;15.5;9;PlayStation 3
Hunted: The Demon's Forge;11;14;17;14;PlayStation 3
Metal Gear 2: Solid Snake;6;6.5;7;6.5;PlayStation 3
Nier;19.5;34;71.5;30.5;PlayStation 3
Of Orcs and Men;13;15;31.5;15.5;PlayStation 3
Red Dead Redemption: Undead Nightmare DLC;7.5;9.5;15.5;9.5;PlayStation 3
Tom Clancy's Rainbow Six: Vegas;8.5;12.5;17;9.5;PlayStation 3
Slender: The Arrival;2;2.5;3;2;PlayStation 3
Stick it to The Man!;4.5;4.5;5.5;5;PlayStation 3
DeathSpank: Thongs of Virtue;10;12;14;12.5;PlayStation 3
Final Fantasy;17.5;24;35.5;21.5;PlayStation 3
I Am Alive;5;6;6;5.5;PlayStation 3
Infamous 2;12.5;17;22;15.5;PlayStation 3
Killzone 3;7;10;19.5;7.5;PlayStation 3
Knytt Underground;10;15.5;25;15.5;PlayStation 3
Legacy of Kain: Soul Reaver;11.5;12;15.5;12.5;PlayStation 3
Metal Gear Solid: Portable Ops;11.5;15;19;12.5;PlayStation 3
Oddworld: Stranger's Wrath;11.5;16.5;40;16.5;PlayStation 3
Resident Evil Code: Veronica X;12;13;25;12;PlayStation 3
Rocksmith;15;57.5;;48.5;PlayStation 3
Sonic the Hedgehog 4: Episode 1;2.5;4;6;3.5;PlayStation 3
Spyro the Dragon;6;8;10;8.5;PlayStation 3
Star Wars: The Force Unleashed;8;11;16.5;9.5;PlayStation 3
The Testament of Sherlock Holmes;12;12;13.5;12.5;PlayStation 3
The Legend of Heroes: Sen no Kiseki;36;76;;72.5;PlayStation 3
LittleBigPlanet 3;5;9;11;6.5;PlayStation 3
Akiba's Trip: Undead & Undressed;8.5;15;28;13;PlayStation 3
Risen 3: Titan Lords;24;38.5;50.5;39;PlayStation 3
Sherlock Holmes: Crimes and Punishments;12;12.5;13.5;12.5;PlayStation 3
Costume Quest 2;6;7.5;9;8;PlayStation 3
Flower;2.5;3;5;3;PlayStation 3
Jurassic Park: The Game;6.5;6.5;9;7;PlayStation 3
Lost Planet: Extreme Condition;9;9.5;10.5;9;PlayStation 3
MX vs. ATV Reflex;15;25;40;24.5;PlayStation 3
Need for Speed: Undercover;11;12;16;11.5;PlayStation 3
Prototype 2;9.5;14;18;14;PlayStation 3
Sonic the Hedgehog (1991);1.5;2;2;2;PlayStation 3
Sound Shapes;2.5;4;8;3.5;PlayStation 3
Tales of Graces F;45;67;133.5;62.5;PlayStation 3
Tales of Symphonia;50.5;66;216;65.5;PlayStation 3
The Chronicles of Riddick: Assault on Dark Athena;10.5;12;16;11;PlayStation 3
Dragon's Crown;15;22;74;21;PlayStation 3
Castle of Illusion Starring Mickey Mouse (2013);2.5;3;5;3;PlayStation 3
Castlevania: Lords of Shadow - Mirror of Fate HD;8;10;13.5;9.5;PlayStation 3
BioShock Infinite: Burial at Sea - Episode 1 DLC;2;3;3.5;2.5;PlayStation 3
Life Is Strange - Episode 2: Out of Time;3.5;;;;PlayStation 3
Call of Juarez: Bound in Blood;8;8.5;14;8;PlayStation 3
Lollipop Chainsaw;6;10;18.5;7;PlayStation 3
Lost Planet 2;10.5;15;16;11.5;PlayStation 3
Metal Gear;4;5.5;5;4;PlayStation 3
Metal Gear Solid 3: Subsistence;16;19.5;29;17;PlayStation 3
Sonic CD;2;4;7;2.5;PlayStation 3
Suikoden II;35;43.5;50.5;43.5;PlayStation 3
Resogun;2;6;12;4;PlayStation 3
Tales of Symphonia Chronicles;132;;;;PlayStation 3
BioShock Infinite: Burial at Sea - Episode 2 DLC;4;5;7;4.5;PlayStation 3
Chariot;15.5;25;;17.5;PlayStation 3
Blur;8.5;14.5;16.5;10.5;PlayStation 3
Castlevania: Symphony of the Night;8.5;12;20;12;PlayStation 3
Chrono Cross;37;45;59.5;43.5;PlayStation 3
Clive Barker's Jericho;7;8.5;10.5;7.5;PlayStation 3
Dr. Robotnik's Mean Bean Machine;3;;4;3.5;PlayStation 3
God of War II;12;12.5;13;12;PlayStation 3
Kingdom Hearts Birth by Sleep;29;39;56.5;35.5;PlayStation 3
Medal of Honor: Warfighter;5.5;8;5.5;5.5;PlayStation 3
Metal Gear Solid 2: Substance;13.5;14;44;15;PlayStation 3
Minecraft;114.5;153.5;164;;PlayStation 3
Silent Hill 3;6;8;8.5;6.5;PlayStation 3
Sniper: Ghost Warrior 2;5;6;8;5.5;PlayStation 3
Tales of Vesperia;50;72;191.5;65;PlayStation 3
The Unfinished Swan;2.5;3.5;4;3;PlayStation 3
Velocity Ultra;4.5;4.5;9.5;5;PlayStation 3
Need for Speed: Rivals;14;21.5;39;19;PlayStation 3
Trine 2: Complete Story;9;14;37;13;PlayStation 3
Final Fantasy X/X-2 HD Remaster;144.5;;;;PlayStation 3
Bound by Flame;12;15.5;17.5;14.5;PlayStation 3
Entwined;1.5;2.5;;1.5;PlayStation 3
The Raven: Legacy of a Master Thief;11;11.5;13;12;PlayStation 3
Final Fantasy Tactics;38.5;61.5;85;54;PlayStation 3
Jak and Daxter: The Precursor Legacy;11;11.5;12.5;12;PlayStation 3
Killzone;10;14.5;20.5;11.5;PlayStation 3
LittleBigPlanet 2;6.5;12.5;33;8.5;PlayStation 3
Need for Speed: Most Wanted (2012);10;15;31.5;13.5;PlayStation 3
Oddworld: Munch's Oddysee;12.5;;14.5;13;PlayStation 3
Ratchet & Clank;12;15.5;21.5;14.5;PlayStation 3
Rogue Warrior;2.5;3;2.5;2.5;PlayStation 3
Tales of Xillia 2;33;55.5;118;50;PlayStation 3
Kingdom Hearts HD 2.5 Remix;87;;;;PlayStation 3
BloodRayne: Betrayal;5.5;9;;6.5;PlayStation 3
Disgaea 4: A Promise Unforgotten;37.5;85;285;63;PlayStation 3
God of War: Chains of Olympus;5.5;6;8.5;5.5;PlayStation 3
Kingdom Hearts Re:Chain of Memories;24;33;38;28.5;PlayStation 3
LittleBigPlanet;9;16;39.5;12;PlayStation 3
Need for Speed: The Run;4;6;11;4.5;PlayStation 3
Persona 2: Eternal Punishment;47;78;75;60;PlayStation 3
PlayStation All-Stars Battle Royale;3;7;15.5;7;PlayStation 3
Ratchet & Clank: Going Commando;14;18.5;28.5;17.5;PlayStation 3
Sonic the Hedgehog 2 (16-bit);2.5;3;3;2.5;PlayStation 3
Test Drive Unlimited 2;25;53;;45.5;PlayStation 3
The Amazing Spider-Man (2012);8;11.5;18;12;PlayStation 3
Tony Hawk's Pro Skater HD;4;10;15.5;9;PlayStation 3
Transformers: Fall of Cybertron;7.5;10;16;8;PlayStation 3
Zone of the Enders: The 2nd Runner;6.5;7.5;16;7.5;PlayStation 3
Urban Trial Freestyle;4;6;26;8;PlayStation 3
The Last of Us: Left Behind DLC;2.5;3;3.5;2.5;PlayStation 3
MouseCraft;5;10;8;8;PlayStation 3
The Elder Scrolls IV: Oblivion - Game of the Year Edition;39;113.5;150.5;106.5;PlayStation 3
Guilty Gear Xrd -SIGN-;5.5;;;5.5;PlayStation 3
Burn Zombie Burn;8.5;;10;9.5;PlayStation 3
Crash Bandicoot;6.5;8;12;7;PlayStation 3
Devil May Cry 2;7;8;14.5;7.5;PlayStation 3
Infamous;15;20;30.5;18.5;PlayStation 3
Jak II;18;18.5;24.5;19;PlayStation 3
Kingdom Hearts 358/2 Days;26;34;50.5;31;PlayStation 3
Ninja Gaiden 3: Razor's Edge;8;11;78;10;PlayStation 3
Parasite Eve;10;11;29.5;12;PlayStation 3
Ratchet & Clank Future: Quest for Booty;3.5;4;4.5;4;PlayStation 3
Ratchet & Clank: Up Your Arsenal;12;15;30.5;16;PlayStation 3
Resident Evil 2;5.5;8;13.5;6.5;PlayStation 3
Resident Evil: The Darkside Chronicles;9.5;15;17;11.5;PlayStation 3
Shoot Many Robots;5;9;24;9.5;PlayStation 3
Sonic the Hedgehog 4: Episode 2;3;4;4.5;3.5;PlayStation 3
Soulcalibur IV;2;9;28;6.5;PlayStation 3
Star Trek (2013);8;8.5;10;8;PlayStation 3
Street Fighter X Tekken;2;7;29;4.5;PlayStation 3
Tales of Symphonia: Dawn of the New World;32.5;43.5;94;39;PlayStation 3
Twisted Metal (2012);6;6;;6;PlayStation 3
Vagrant Story;24;36;51;30;PlayStation 3
Wild Arms;29;29.5;49;32.5;PlayStation 3
Cloudberry Kingdom;8;9;;8.5;PlayStation 3
Dungeons & Dragons: Chronicles of Mystara;2;4;8;3;PlayStation 3
The Wolf Among Us: Episode 5 - Cry Wolf;1.5;1.5;1.5;1.5;PlayStation 3
NBA 2K14;250.5;;;;PlayStation 3
CounterSpy;2.5;4.5;7;3;PlayStation 3
Hohokum;4;7;7;4.5;PlayStation 3
Aaru's Awakening;3.5;2.5;6;3.5;PlayStation 3
One Piece: Pirate Warriors 3;15.5;22.5;90;20;PlayStation 3
BlazBlue: Calamity Trigger;13.5;19;;14;PlayStation 3
God Hand;13.5;15;28.5;13.5;PlayStation 3
God of War Collection;25;;;;PlayStation 3
Gunstar Heroes;2;1.5;2.5;2;PlayStation 3
Injustice: Gods Among Us;5;6;10.5;5;PlayStation 3
Jak 3;13;14.5;20.5;14.5;PlayStation 3
Jak and Daxter Collection;46;;;;PlayStation 3
Lego Indiana Jones 2: The Adventure Continues;12.5;19.5;28;20;PlayStation 3
Magic: The Gathering - Duels of the Planeswalkers 2012;15;24;35;24.5;PlayStation 3
Need for Speed: Carbon;13;13.5;18.5;13.5;PlayStation 3
Ninja Gaiden Sigma 2;11;20;170;19;PlayStation 3
Parasite Eve II;10.5;16.5;23.5;15.5;PlayStation 3
Record of Agarest War Zero;63.5;80.5;156.5;87;PlayStation 3
Resident Evil 3: Nemesis;6.5;8.5;10;7.5;PlayStation 3
Tom Clancy's H.A.W.X (Console/PC);7.5;10;17.5;8;PlayStation 3
Wonder Boy in Monster World;6;5.5;7;6.5;PlayStation 3
Ar nosurge: Ode to an Unborn Star;37.5;54;57.5;53;PlayStation 3
Persona 4 Arena Ultimax;10.5;15;35;14;PlayStation 3
Dragon Age: Inquisition - Jaws of Hakkon DLC;5.5;10;12;10.5;PlayStation 3
3D Dot Game Heroes;15.5;21;22.5;20;PlayStation 3
Altered Beast;1.5;1;2;1.5;PlayStation 3
BioShock 2: Minerva's Den DLC;4.5;5;6;5;PlayStation 3
Brothers in Arms: Hell's Highway;8;9;13.5;8.5;PlayStation 3
Comix Zone;1.5;2.5;3;2.5;PlayStation 3
Crash Bandicoot 2: Cortex Strikes Back;6;8;10.5;7.5;PlayStation 3
Crash Bandicoot 3: Warped;7.5;8;14.5;8.5;PlayStation 3
Dragon Age: Origins - Leliana's Song DLC;2;2;2;2;PlayStation 3
Dragon Age: Origins - Return to Ostagar DLC;1.5;1.5;2;1.5;PlayStation 3
Fallout 3: Operation Anchorage DLC;2.5;3;3;3;PlayStation 3
Fuel;25.5;47;;32.5;PlayStation 3
Grand Theft Auto: Vice City Stories;17;26;34.5;19;PlayStation 3
Grandia;43.5;58.5;75.5;49.5;PlayStation 3
Guitar Hero III: Legends of Rock;8;22;16;12.5;PlayStation 3
Heavenly Sword;7;8;10;7;PlayStation 3
Legendary;5;7.5;6.5;5.5;PlayStation 3
Lego Indiana Jones: The Original Adventures;10;15;24;14;PlayStation 3
Metal Gear Solid HD Collection;87;;;;PlayStation 3
Naruto Shippuden: Ultimate Ninja Storm 3;12.5;20.5;31;16;PlayStation 3
Need for Speed: Shift;12;22.5;24.5;16;PlayStation 3
Ratchet & Clank Future: A Crack in Time;11;14.5;21.5;14.5;PlayStation 3
Ratchet & Clank: All 4 One;10;13;14.5;11;PlayStation 3
Resident Evil: Operation Raccoon City;6;8;15.5;6.5;PlayStation 3
Resident Evil: The Umbrella Chronicles;7;15;23;10.5;PlayStation 3
Shin Megami Tensei III: Nocturne;53;69;100;64.5;PlayStation 3
Shin Megami Tensei: Persona 3;83;92.5;122;89;PlayStation 3
Sly Cooper and the Thievius Raccoonus;7;7.5;8;7.5;PlayStation 3
Streets of Rage 2;1.5;3.5;3.5;2;PlayStation 3
Tekken 6;8.5;11;15.5;11.5;PlayStation 3
Tetris;6.5;13;7;7;PlayStation 3
The Legend of Dragoon;47.5;54.5;69;55;PlayStation 3
Vanquish;6;8.5;12.5;6.5;PlayStation 3
Yakuza;15.5;20.5;22;17.5;PlayStation 3
Puppeteer;9.5;10.5;11.5;10;PlayStation 3
The Wolf Among Us: Episode 3 - A Crooked Mile;1.5;1.5;2;1.5;PlayStation 3
The Wolf Among Us: Episode 4 - In Sheep's Clothing;1.5;1.5;1.5;1.5;PlayStation 3
Ratchet & Clank: Into the Nexus;5.5;6.5;11;6.5;PlayStation 3
The Walking Dead S2: Episode 4 - Amid The Ruins;1.5;1.5;2;1.5;PlayStation 3
Naruto Shippuden: Ultimate Ninja Storm Revolution;3;12.5;;4.5;PlayStation 3
Lost Dimension;16.5;;27.5;18.5;PlayStation 3
Batman: Arkham City - Harley Quinn's Revenge DLC;2;2;2;2;PlayStation 3
Call of Duty 3;8.5;10;11.5;8.5;PlayStation 3
Devil May Cry HD Collection;24;;73.5;31;PlayStation 3
Dragon Age: Origins - The Golems of Amgarrak DLC;1.5;1.5;2;1.5;PlayStation 3
Dragon Age: Origins - Witch Hunt DLC;1.5;2;2;1.5;PlayStation 3
Lego Pirates of the Caribbean: The Video Game (Console/PC);9;16;25;16.5;PlayStation 3
NBA 2K13;12;;;;PlayStation 3
Resistance: Fall of Man;12;13.5;17;12;PlayStation 3
Section 8;3;4;7;3;PlayStation 3
Sonic & Sega All-Stars Racing;6.5;15;21;11;PlayStation 3
Street Fighter III 3rd Strike: Fight for the Future;1;5.5;10.5;2.5;PlayStation 3
Strong Bad's Cool Game for Attractive People - Episode 1: Homestar Ruiner;2.5;3.5;3.5;3;PlayStation 3
The Sly Collection;31;;;;PlayStation 3
Tom Clancy's Splinter Cell: Pandora Tomorrow;10.5;12;16;11.5;PlayStation 3
Zone of the Enders;5;5.5;7.5;5.5;PlayStation 3
The Walking Dead S2: Episode 2 - A House Divided;2;2;2;2;PlayStation 3
Sportsfriends;;;;;PlayStation 3
Game of Thrones: Episode 5 - A Nest of Vipers;1.5;1.5;1.5;1.5;PlayStation 3
2010 FIFA World Cup South Africa;7;;;;PlayStation 3
3 on 3 NHL Arcade;1;;1;1;PlayStation 3
AC/DC Live: Rock Band Track Pack;4;;;4;PlayStation 3
Aliens: Colonial Marines;6.5;8;8;7;PlayStation 3
Breath of Fire IV;37;41;46;39;PlayStation 3
Dino Crisis;6.5;8.5;7.5;7;PlayStation 3
Dragon Age: Origins - The Darkspawn Chronicles DLC;1.5;1.5;2;1.5;PlayStation 3
Dragon Age: Origins - Warden's Keep DLC;1;1.5;2;1.5;PlayStation 3
Dyad;2.5;2.5;;2.5;PlayStation 3
Grand Theft Auto IV: The Ballad of Gay Tony;9;12.5;23;11;PlayStation 3
Guitar Hero World Tour;8;21;22;13;PlayStation 3
