x,sentiment
"Once upon a time U dressed so fine 
Threw the bums a dime in your prime, didn't youuuuuuu?  
How does it feel?????‰Û_ https://t.co/ufAUFjwacC",
With #brexit...we may lose the Bank of Peggy to Paris #thearchers,
#Brexit: Can an Irish court rule on whether an Art50 trigger can be reversed? If so https://t.co/0YD3c9dSNf is a hugely important event.,
@lesbonner Remain EU campaign concentrated ONLY on economy &amp; Planet Fear. They lost!  Think same argument will win now??  NOO! #Brexit,
"about the only thing we are no. 1 in, now... #brexit https://t.co/Jqdg1QgZjK",
"New class system
Benefit / Working / Tax Dodge
Post brexit devide
#BrexitHaiku #brexit #haiku",
"Is this how Britain really could have its #Brexit cake and eat it?
https://t.co/uQUBBU3k0S
Good argument by‰Û_ https://t.co/jjmj8iRrjI",
How #Brexit and now #Leveson2 delay have suited Murdoch's bid for complete control of Sky  bid‰Û_ https://t.co/wezcGf7RgV,
"https://t.co/qFx9gW43Sb Labour will seek amendment to #brexit bill, Jeremy Corbyn says",
Remainers hoping to reverse #Brexit aren't getting much help from the people they saw fit to rule over us. https://t.co/e98JO8SqFE,
This also answers reasons for #brexit  Migrants and Refugees: Last Week Tonight with John Oliver (HBO) https://t.co/fy2Y0xQpZV,
Cannot wait for Saara Aalto to win #XFactor tonight and undo #brexit,
we voted #BREXIT we the working class...y know them that do shit jobs..@UKLabour #champagneSOCIALISTS https://t.co/H2Exv3c7Z7,
"#AU #GCC, dictatators like #KimJongUn should appeal to UK, US &amp; Gambia to respect democratic mandate over #Brexit &amp; prez elections’Ê_’«Ò#Remoaner",
"@sleribaux @Change_Britain so for a country who are already single market compliant like the UK, how long do you think? #Brexit",
@strolltoitaly @Change_Britain can you explain the deceit? Seems an accurate statement #Brexit,
@GLASNOSTORGUK #Brexit caused climate change.,
@AngieMeader ...his å£85k salary has left him poor compared to City Banker friends #Farage #UKIP #Brexit #Moreunited https://t.co/eWtKZ4ysjx,
Legal challenges on #Brexit seek clarification on points the Gov ignored or refuse to answer. They do not seek to undermine the referendum.,
@pluggedlie So presumably you would be perfectly willing to accept a #brexit which makes you worse off?,
"#BBC #fakenews - Saudi Arabia is our ally, religious minorities are being exterminated by Donald Trump and #brexit https://t.co/0EZ3wa54nz",
The Leftists better stop fucking around with the #Brexit decision ..people are getting tired of waiting..  civil unrest is coming #Bluehand,
.@Rachael_Swindon .@LabourLeft All achieved in #Brexit Britain? LMAO.,
Slapped down Ministers weary of being gagged. @borisjohnson #boris johnson #borisjohnson @ChangeBritain #VoteLeave‰Û_ https://t.co/7fcIWoQXfD,
"Ministers feel gagged by Downing St. says BBC. Sack them,  get Sky Wars robots to repeat Brexit is #Brexit.‰Û_ https://t.co/JlHpdqjFWE",
@RemoansOfTheDay Which #Brexit politicians think of working class people - or in fact do any of them?  https://t.co/NkM2Xh3NW4,
EU students will still be eligible for UK university loans after Brexit     https://t.co/BooKbC0WwI #education #universities #brexit,
#Brexit #MoreUnited #Labour #UKIP Self-Described White Trash Hillbilly Nails Exactly What's Wrong with America &amp; #UK https://t.co/9DfkGIjViw,
Who wears the trousers? #brexit #negotiations https://t.co/meOxcS3SEZ,
New 2016 phenomenon #brexit jokes at the pantomime! https://t.co/Xq8zJBEvph,
https://t.co/oZSLLsFllf‰Û_ The Russians have given @BorisJohnson an open invite to visit them ASAP! @BorisJohnson #borisjohnson #Brexit,
"If only this time, money and effort had been expended before 23 June. #Brexit",
Daily Mail readers in turbo-headbanging mode. #brexit https://t.co/lVS0PxcyrI,
#Brexit: New Article 50 court challenge to go ahead after thousands back campaign: https://t.co/lBO8yxj09T,
https://t.co/YOZzUJLYXY Home truths: house price rises to slow to trickle as #brexit and stamp duty hit | Money | The Guardian,
"Podcast: Apocalypse Soon, Or 2016 In Review #Trump #Brexit #frenchpresidential https://t.co/aUiq1AIifC https://t.co/tt9IpN3KeM",
"Podcast: Apocalypse Soon, Or 2016 In Review #Trump #Brexit #frenchpresidential https://t.co/UYxzohaiuy https://t.co/05TdDG5RN9",
Time to move on from Remoaning and rifts: we‰Ûªre all Eurosceptics now says @AllisterHeath #brexit https://t.co/3cB09tTekL,
#EU set for ANOTHER hammerblow: Geert Wilders‰Ûª Freedom Party soars ahead in polls #brexit  https://t.co/lNcU2PSFhx,
"They arrive as pearls on a string, realising the huge #UK potential  post #Brexit https://t.co/1ivCPkstXU",
"oh, what a surprisel...not #brexit https://t.co/JvWfksS7Eu",
"The awful thing about this isolationist #Brexit madness is that it's self-inflicted, yet @theresa_may just thinks e‰Û_ https://t.co/P7w7SHLMgz",
Conservationists declare victory for wildlife as EU saves nature directives - https://t.co/K8QHiIRaeB a victory likely to be lost by #brexit,
"UK firms 'face more, not less, red tape if Britain exits customs union'
#brexit https://t.co/JJyzLNTFq6",
How does the Article 50 process work? A @commonslibrary research briefing https://t.co/ijR6ZKoDid #Brexit https://t.co/lfLr7TXhti,
What are the legal consequences of the Supreme Court hearing? https://t.co/ooUfPHo5Md #Article50 #Brexit https://t.co/wl7kKbgeaA,
Andy Burnham leads charge for red UKIP faction https://t.co/0MghkSNDMZ #burnham #ukip #brexit #labour‰Û_ https://t.co/qZgvOjZqwF,
"Going Down, a project from pre-#brexit that morphed into a comment on its side effects on #science. Heavy use of‰Û_ https://t.co/mDVOHBJ8nu",
"Learn how $GBPUSD Drop since #Brexit has resulted in the #UK losing 15% of its #Millionaires, Thanks @easymarkets‰Û_ https://t.co/abIxoh4Xiy",
"After shameful 7 Dec Commons vote, only the Supreme Court and the house of lords can save us from #Brexit disaster: https://t.co/hLmP81VNAc",
Trump Kisses the British #Brexit baby https://t.co/J0ivCZUItT,
Coming up at 6: Russians hacking for Trump; Non-stop flights to Australia; Drink driving; another #brexit legal challenge... and more @LBC,
"@nickreeves9876 @maxmcevoy #Murdoch is pushing for #Brexit, no #Murdoch, no #Brexit, he owns many UK politicians, mostly Tories.",
"Poor man.  First the public 
misconstrue his comments about the å£350 million and now Saudi Arabia. #boris #brexit https://t.co/0n9LxMIoA9",
"Final #Brexit deal needs MPs' backing, says senior Tory Dominic Grieve https://t.co/Gku9P3nH84",
Leftists have hi-jacked this poll on #brexit we need to turn it round   please vote  https://t.co/R1Pn3MfQM8,
"@RedHotSquirrel @ProudPatriot101 Yeah.....all these businesses deciding to make the UK their home....
I blame #brexit",
@ScottAJBlake4 Change it 2 'I' or say who described you that way ? Either way think we're on the same side. I was a JC supporter b4 #Brexit,
https://t.co/v1e31Rm7Ag  @borisjohnson charisma melts Iron Wall that surrounds the Russian Bear.  #borisjohnson‰Û_ https://t.co/2PEgK01XHt,
Poll: public will not accept #Brexit that leaves them worse off https://t.co/83XIS3vNra. Then why did 52% vote to be worse off? Hopeless‰Û_,
UK Column News 6th Dec 2016 ~ Supreme Court Brexit case day 2 https://t.co/LmRJbiCRTc #syria #melanie #shaw #brexit,
The Specials - Ghost Town -post #brexit vision of things to come? https://t.co/3Efc0Y25cV,
Had to upload this #Brexit video. Vote Leave out in force during England v Wales over the summer. https://t.co/arEkYOxj6N,
"@Joe85974282 I knew exactly what I was voting for, unlike you perhaps? Is #Brexit going your way so far?  @PurnL @RogerHelmerMEP",
May Faces Legal Case to Show #Brexit Means Single Market Pullout - Bloomberg https://t.co/SdWYOY13kG,
https://t.co/isECyCIOGK‰Û_  Great plan of @BorisJohnson to end conflict in Syria.  #borisjohnson #boris johnson‰Û_ https://t.co/iuKYw0BaUB,
https://t.co/V482KAJnMk‰Û_  Great plan of @BorisJohnson to end conflict in Syria.  #borisjohnson #boris johnson‰Û_ https://t.co/QVL4MlgBnl,
FYI  @borisjohnson  #borisjohnson #boris johnson #Brexit #VoteLEave https://t.co/1MXXFbFiUe,
"Company after Company move to the #UK despite #Brexit.
#ProjectFear2 collapsing around #Labour's red ears",
"Eldest son lost his first milk tooth today. Told him to expect only 82p from Tooth Fairy, due to currency drop. Blame #Brexit kiddo.",
Why now isn't the time for profound changes to our constitution #Brexit #Article50 https://t.co/CG9HLgEauc https://t.co/E3eCqkMiUQ,
https://t.co/Xu7InwsjBF  Plan of @borisjohnson to end conflict in Syria.  #borisjohnson #boris johnson #Brexit‰Û_ https://t.co/39nAc0NCeS,
#Gove told us the #Queen backed #Brexit ? So maybe she should confirm or deny? @KimBru49 @Scientists4EU @drmatthewhardy @JolyonMaugham,
Take back control - by issuing more red tape..FFS! Fuck #Brexit https://t.co/q8ctSSu7Cx,
Now reached the stage where the #Brexit gang (via @DailyMailUK comments) will only be happy if we do #Brexit NOW an‰Û_ https://t.co/uvNAKGS1WP,
@SLATUKIP @unprisonplanet 68% of British ppl want #Brexit now says YouGov.  @borisjohnson,
Prepare for a backlash if the Tories make the wrong #Brexit deal - Ed Miliband  https://t.co/Hdmdrskx1w,
Then you wonder why #brexit actually happened with thickos like Arron Banks being allowed to vote or voice an opini‰Û_ https://t.co/EnNDUQOGni,
https://t.co/M1E7mLvORW  @borisjohnson 's 4 tough points on #Brexit.  #borisjohnson #boris johnson #Brexit‰Û_ https://t.co/4fR17wbyXX,
Ed Miliband joins call for soft #Brexit as conflict in #Labour grows https://t.co/C4LeNvP1eP,
"UK has 73 MEPs in #EUParliament. Find out who your representatives are, here: https://t.co/PriDWESnJO #EuRef #Brexit https://t.co/TDZqB03qZB",
We've voted #brexit let's vote #nexit  #UJSConference @UJS_UK #VoteLeaveFromNus,
LOOK AND WEEP: THE MISSED EXPLANATION FOR #BREXIT &amp; #TRUMP https://t.co/gGtol9RuGI #business #productivity https://t.co/KZF8iWPx1p,
FYI @borisjohnson #boris johnson  #borisjohnson  #Brexit  #VoteLeave https://t.co/iH8iGnmv0R,
"’Ê_’_¢ #SCOTLAND
@AlexSalmond warns #Westminster: Respect #Holyrood vote against #Brexit or get indyref2
 https://t.co/9fIk3LzyBs
#KRTpro #News",
What does #Brexit mean for #SmallBusiness funding in #Wales? https://t.co/IdoxF0nyh9 https://t.co/L6iW1IVSt3,
One thing in common though all seem to have an inflated sense of their own importance #remoaners #opinion‰Û_ https://t.co/1fnztLZFgS,
"It all happens as Theresa May is slow taking decisions - or doesn't want to!
#UK has the strongest #Brexit hand - g‰Û_ https://t.co/fJ53JUyKpT",
London's luxury #property market is facing a slump as #Brexit uncertainty deters buyers https://t.co/LTJ5vsi05T https://t.co/Op5rO7WB9g,
The latest The UK Patriot! https://t.co/8y4SEoy6QV Thanks to @atticvs #brexit #shopforheroes,
Which is the reason #Brexit is gaining momentum with the political establishment of all colours? @ukhumanrightsb #Moreunited,
@ladycarole2 @DavidJo52951945 Probably why much of legal profession want to stay in EU so many Human Rights Lawyers #Humanrightsact #brexit,
BBCSP: Nick Clegg car crash interview on #Brexit (04Dec16) https://t.co/4x01MTBNLN,
Complete fools who have no mandate to voice their opinion #plaid #brexit  https://t.co/oaNd6YqVDW,
"‰ÛÏ#Brexit isn‰Ûªt a liberation from red tape but beginning of avalanche of paperwork for businesses trading with EU"" - https://t.co/7YhD5Ochhw",
Much enjoyed this account of the incredible success achieved by @nigelfarage @Arron_banks @andywigmore @lizbilney a‰Û_ https://t.co/8OCa59XcSv,
It's sad but true #Brexit #EU it's our own government stitches us up every time! https://t.co/R05sEEAu5Y,
#Brexit #UKIP Forget media hype - read the rights you and yours have under the current #HumanRightsAct ....  https://t.co/etglXBLiqt,
https://t.co/lz2REeazch #brexit arrogance exposes ineptitude of Tory elite | Kevin McKenna | Opinion | The Guardian,
"UK firms 'face more, not less, red tape if Britain exits customs union' #brexit  https://t.co/EPxzXnMd9R",
"Admirable, Professor, &amp; absolutely worth reading! @NFergus: ""Sorry, I was wrong to fight #Brexit"" - https://t.co/cORRCNjOhp @TheSundayTimes",
@IanDunt the problem is that you think that living in London makes you better than other ppl who voted #Brexit.You &amp; your ilk are the reason,
"New courtåÊcase threatens to derail #Brexit
https://t.co/yxzg4It7ZF",
@LinesnCircles @theresa_may @cenkuygur @realDonaldTrump Wonder if there's any evidence of hacking the #brexit vote?,
"Over 120,000 Leave voters have died since the #Brexit referendum
https://t.co/705U8Yaw5y",
Apparently the BBC have yet to commission Planet Earth III. They're not sure we'll last that long after #Brexit and #Trump,
#FarLeft &amp; #FarRight collaborating with #Brexit to cause division &amp; dismantle #UK @VeraHiggs @UKLabour @maria_hoskins @MoreUnitedUK,
"The implications of #Brexit for UK regulation ‰ÛÒ write-up of our event with Sharon White, Chief Exec @Ofcom‰Û_ https://t.co/Ztpgl9iYE9",
Our latest report looks at the challenges businesses face following the #Brexit vote https://t.co/6OK3cqk7OB,
"https://t.co/MpL7YZABFc Church of England jumped on 'middle-class #brexit bandwagon', bishop says - BBC News",
IMHO #Brexit is distinct from traditional party politics. Many people voted for #Trump #Brexit &amp; #UKIP as rebellion  https://t.co/l8mJDAU4R6,
If you mean #UKLabour joining with the #UKIP #Brexit Campaign - You might just have a point. @maria_hoskins @UKLabour @MoreUnitedUK,
"A Second Brexit Vote Is A Real Possibility Now ‰ÛÒ Here's Why It Should Happen. https://t.co/X93HNDH9PG via @PoliticsMeans
#Brexit #EUref2",
"It is hard not to feel that #Article50/#Brexit court cases are against the public, however much they purport to be against the govt's plans.",
How charming‰Û_ #brexit #Poles #Poland #EU https://t.co/aJ6tzdH08Y,
"Strange times, strange bedfellows. Good on @KTHopkins for her sound defence of #Brexit voters. Justifiable exaspera‰Û_ https://t.co/mrSI82aLxw",
Jo explains how the case will bring clarity to the muddy waters of #Brexit #BrexitAppeal #EU #EUref #Remain #Leave https://t.co/F3IG2xaRWN,
