"station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","codesum","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed"
1,2013-06-22,"86","64","75","M","59","65","0","10","-","-","RA","M","  T","30.02","30.18"," 7.4","22","7.7"
2,2013-06-22,"80","60","70"," 4","56","62","0"," 5","0411","1927"," ","0.0","  T","29.12","30.20","11.2","24","11.7"
3,2013-06-22,"93","75","84"," 4","68","73","0","19","0507","1944"," ","0.0","0.00","29.21","29.92","14.3","17","14.6"
4,2013-06-22,"99","77","88"," 5","67","74","0","23","0530","1936"," ","0.0","0.00","29.28","29.95"," 5.2","17","7.3"
5,2013-06-22,"M","M","M","M","M","M","M","M","0409","1924"," ","M","M","M","M","M","M","M"
6,2013-06-22,"98","74","86"," 4","69","74","0","21","0530","1935"," ","0.0","0.00","29.44","29.95","10.9","17","11.3"
7,2013-06-22,"91","74","83","M","64","70","0","18","-","-","HZ","0.0","0.00","28.54","29.88","17.8","17","18.0"
8,2013-06-22,"99","77","88","M","75","78","0","23","-","-","BR","M","0.00","29.63","M"," 7.6","17","8.1"
9,2013-06-22,"82","66","74","M","66","69","0"," 9","-","-","TSRA RA BR","M","0.36","29.12","29.89"," 3.8","09","5.3"
10,2013-06-22,"85","74","80","M","72","74","0","15","0526","1931","TSRA","M","  T","30.08","30.11"," 4.0","14","5.9"
11,2013-06-22,"87","72","80","-1","72","73","0","15","0525","1932","TS TSRA","0.0","0.17","30.07","30.11"," 1.5","15","2.8"
12,2013-06-22,"87","74","81","M","72","74","0","16","-","-","TSRA RA","0.0","0.29","30.06","30.11"," 1.1","15","2.3"
13,2013-06-22,"87","55","71","M","44","55","0"," 6","-","-"," ","M","0.00","24.16","29.74"," 2.2","36","6.2"
14,2013-06-22,"90","73","82"," 3","66","71","0","17","0516","1949"," ","0.0","0.00","28.54","29.88","14.8","17","15.0"
15,2013-06-22,"86","53","70"," 4","60","64","0"," 5","0407","1929","RA BR","0.0","0.01","29.79","30.16"," 2.3","22","3.4"
16,2013-06-22,"84","61","73","M","59","64","0"," 8","-","-"," ","M","0.00","30.05","30.15"," 6.8","22","7.1"
17,2013-06-22,"94","74","84","M","68","74","0","19","-","-"," ","0.0","0.00","29.27","29.96"," 9.5","17","9.6"
18,2013-06-22,"97","77","87"," 3","67","74","0","22","0520","1939"," ","0.0","0.00","29.44","29.94","13.7","17","14.3"
19,2013-06-22,"77","63","70"," 2","65","67","0"," 5","0413","1934","TSRA RA BR","0.0","0.42","29.26","30.01"," 4.5","17","7.3"
20,2013-06-22,"96","75","86","M","67","73","0","21","-","-"," ","0.0","0.00","29.24","29.94"," 9.9","16","10.5"
1,2013-06-23,"91","67","79","M","64","69","0","14","-","-","RA","M","  T","29.93","30.07"," 8.3","21","8.4"
2,2013-06-23,"86","63","75"," 8","63","67","0","10","0412","1928"," ","0.0","0.00","29.04","30.10","13.1","24","13.5"
3,2013-06-23,"94","78","86"," 6","68","74","0","21","0507","1944"," ","0.0","0.00","29.17","29.87","15.7","17","16.1"
4,2013-06-23,"99","77","88"," 5","66","73","0","23","0530","1936"," ","0.0","0.00","29.26","29.92"," 5.8","17","7.5"
5,2013-06-23,"M","M","M","M","M","M","M","M","0409","1924"," ","M","M","M","M","M","M","M"
6,2013-06-23,"97","74","86"," 4","67","73","0","21","0530","1935"," ","0.0","0.00","29.42","29.92","11.5","16","11.8"
7,2013-06-23,"91","76","84","M","64","70","0","19","-","-"," ","0.0","0.00","28.51","29.83","19.4","17","19.7"
8,2013-06-23,"98","77","88","M","74","77","0","23","-","-","RA BR HZ","M","0.00","29.60","M"," 7.5","17","7.9"
9,2013-06-23,"83","68","76","M","66","69","0","11","-","-","TSRA RA","M","0.22","29.06","29.78"," 8.0","19","11.4"
10,2013-06-23,"90","75","83","M","72","75","0","18","0526","1932"," ","M","0.00","30.09","30.13"," 5.1","12","6.8"
11,2013-06-23,"89","70","80","-1","72","74","0","15","0526","1932"," ","0.0","0.00","30.09","30.13"," 4.0","11","4.6"
12,2013-06-23,"90","72","81","M","72","75","0","16","-","-","RA","0.0","0.01","30.09","30.13"," 2.8","13","3.1"
13,2013-06-23,"86","50","68","M","44","54","0"," 3","-","-","TS TSRA","M","0.23","24.21","29.81"," 4.3","14","7.8"
14,2013-06-23,"91","75","83"," 4","66","72","0","18","0516","1949"," ","0.0","0.00","28.51","29.84","16.3","17","16.5"
15,2013-06-23,"91","64","78","12","67","69","0","13","0407","1929","RA BR","0.0","0.04","29.69","30.05"," 2.0","18","2.9"
16,2013-06-23,"89","64","77","M","64","69","0","12","-","-","RA","M","0.01","29.96","30.04"," 8.2","22","8.9"
17,2013-06-23,"95","77","86","M","69","74","0","21","-","-"," ","0.0","0.00","29.23","29.92","11.4","17","11.5"
18,2013-06-23,"97","79","88"," 4","67","74","0","23","0520","1939"," ","0.0","0.00","29.41","29.91","13.7","17","14.1"
19,2013-06-23,"88","67","78","10","68","71","0","13","0413","1934"," ","0.0","0.00","29.21","29.94","10.0","21","11.0"
20,2013-06-23,"94","77","86","M","67","73","0","21","-","-"," ","0.0","0.00","29.22","29.91"," 9.8","16","10.1"
1,2013-06-24,"94","71","83","M","67","72","0","18","-","-","TS RA","M","0.66","29.80","29.94"," 5.7","25","7.8"
2,2013-06-24,"88","67","78","11","67","70","0","13","0412","1928","TSRA RA BR","0.0","0.13","28.92","29.99","11.5","27","12.1"
3,2013-06-24,"93","76","85"," 5","68","73","0","20","0507","1944"," ","0.0","0.00","29.20","29.90","15.1","17","15.4"
4,2013-06-24,"99","76","88"," 5","68","74","0","23","0531","1936"," ","0.0","0.00","29.28","29.94"," 8.8","17","9.0"
5,2013-06-24,"M","M","M","M","M","M","M","M","0409","1924"," ","M","M","M","M","M","M","M"
6,2013-06-24,"100","75","88"," 6","70","75","0","23","0531","1936","BR","0.0","0.00","29.44","29.94","12.7","16","13.0"
7,2013-06-24,"90","74","82","M","65","71","0","17","-","-"," ","0.0","0.00","28.53","29.87","17.9","17","18.2"
8,2013-06-24,"100","76","88","M","74","78","0","23","-","-","BR","M","0.00","29.63","M"," 8.0","17","8.0"
9,2013-06-24,"82","64","73","M","66","68","0"," 8","-","-"," ","M","0.11","29.10","29.84"," 4.6","15","5.0"
10,2013-06-24,"89","78","84","M","73","75","0","19","0526","1932","RA","M","0.06","30.14","30.16"," 7.3","14","8.6"
11,2013-06-24,"89","72","81"," 0","72","75","0","16","0526","1932"," ","0.0","0.00","30.12","30.17"," 5.3","14","6.2"
12,2013-06-24,"90","74","82","M","72","75","0","17","-","-"," ","0.0","0.00","30.12","30.17"," 4.8","14","5.2"
13,2013-06-24,"89","54","72","M","38","54","0"," 7","-","-"," ","M","0.00","24.11","29.70"," 6.8","18","9.4"
14,2013-06-24,"90","73","82"," 3","67","72","0","17","0517","1949"," ","0.0","0.00","28.53","29.87","15.2","17","15.5"
15,2013-06-24,"93","67","80","13","68","71","0","15","0407","1930","TSRA","0.0","0.01","29.57","29.93"," 3.4","29","4.9"
16,2013-06-24,"93","69","81","M","68","72","0","16","-","-","TSRA RA BR VCTS","M","0.68","29.83","29.91"," 6.7","26","7.8"
17,2013-06-24,"94","76","85","M","69","74","0","20","-","-"," ","0.0","0.00","29.26","29.95"," 9.7","18","10.1"
18,2013-06-24,"97","78","88"," 4","67","74","0","23","0520","1939"," ","0.0","0.00","29.44","29.94","13.1","17","13.8"
19,2013-06-24,"81","69","75"," 6","66","69","0","10","0414","1934"," ","0.0","0.02","29.20","29.94"," 6.9","22","8.3"
20,2013-06-24,"95","76","86","M","67","73","0","21","-","-"," ","0.0","0.00","29.25","29.94","10.2","16","10.4"
1,2013-06-25,"91","71","81","M","67","71","0","16","-","-","BR VCTS","M","0.43","29.68","29.83"," 5.9","23","7.0"
2,2013-06-25,"86","66","76"," 9","65","69","0","11","0412","1928"," ","0.0","  T","28.82","29.86","10.8","25","11.5"
3,2013-06-25,"91","78","85"," 5","70","74","0","20","0508","1945"," ","0.0","0.00","29.11","29.82","17.2","17","17.4"
4,2013-06-25,"101","78","90"," 7","67","74","0","25","0531","1936"," ","0.0","0.00","29.24","29.92"," 7.6","17","9.0"
5,2013-06-25,"M","M","M","M","M","M","M","M","0409","1925"," ","M","M","M","M","M","M","M"
6,2013-06-25,"100","77","89"," 7","68","74","0","24","0531","1936"," ","0.0","0.00","29.41","29.91","13.5","18","14.0"
7,2013-06-25,"90","77","84","M","66","72","0","19","-","-","HZ","0.0","0.00","28.45","29.79","20.3","18","20.5"
8,2013-06-25,"100","78","89","M","73","77","0","24","-","-","BR","M","0.00","29.61","M","10.0","17","10.3"
9,2013-06-25,"84","64","74","M","68","70","0"," 9","-","-"," ","M","0.00","29.00","29.76"," 6.7","14","6.9"
10,2013-06-25,"91","77","84","M","72","75","0","19","0527","1932","TS VCTS","M","  T","30.10","30.11"," 5.9","13","7.9"
11,2013-06-25,"91","72","82"," 1","72","74","0","17","0526","1933","TS RA","0.0","0.01","30.09","30.12"," 0.6","14","4.6"
12,2013-06-25,"91","74","83","M","72","75","0","18","-","-"," ","0.0","  T","30.09","30.12"," 2.9","14","3.8"
13,2013-06-25,"90","57","74","M","30","52","0"," 9","-","-"," ","M","0.00","24.21","29.76"," 1.1","34","6.3"
14,2013-06-25,"90","76","83"," 4","68","73","0","18","0517","1949"," ","0.0","0.00","28.46","29.80","17.1","17","17.4"
15,2013-06-25,"91","64","78","11","67","70","0","13","0407","1930","RA FG BR VCTS","0.0","0.10","29.47","29.81"," 3.3","25","4.2"
16,2013-06-25,"90","69","80","M","67","71","0","15","-","-"," ","M","0.00","29.70","29.79"," 6.6","25","8.0"
17,2013-06-25,"92","77","85","M","71","75","0","20","-","-"," ","0.0","0.00","29.18","29.87","11.6","18","11.8"
18,2013-06-25,"98","79","89"," 5","66","74","0","24","0521","1939"," ","0.0","0.00","29.38","29.88","15.3","18","15.5"
19,2013-06-25,"81","67","74"," 5","67","68","0"," 9","0414","1934","TSRA BR","0.0","1.40","29.11","29.86"," 3.1","20","6.3"
20,2013-06-25,"96","77","87","M","66","73","0","22","-","-"," ","0.0","0.00","29.18","29.88","12.0","18","12.1"
1,2013-06-26,"83","62","73","M","67","69","0"," 8","-","-","RA FG+ FG BR VCTS","M","0.61","29.62","29.80"," 1.4","36","4.8"
2,2013-06-26,"81","68","75"," 8","66","69","0","10","0413","1928","BR","0.0","0.00","28.72","29.80"," 8.4","27","9.2"
3,2013-06-26,"96","80","88"," 8","71","76","0","23","0508","1945"," ","0.0","0.00","29.13","29.82","10.6","19","11.0"
4,2013-06-26,"102","78","90"," 6","68","74","0","25","0531","1937"," ","0.0","0.00","29.24","29.90"," 5.6","17","7.7"
5,2013-06-26,"M","M","M","M","M","M","M","M","0410","1925"," ","M","M","M","M","M","M","M"
6,2013-06-26,"101","78","90"," 8","70","75","0","25","0531","1936"," ","0.0","0.00","29.40","29.90","12.0","18","12.4"
7,2013-06-26,"95","75","85","M","67","73","0","20","-","-","HZ","0.0","0.00","28.51","29.82","12.1","18","12.5"
8,2013-06-26,"102","77","90","M","75","79","0","25","-","-","BR","M","0.00","29.59","M"," 8.0","17","8.4"
9,2013-06-26,"87","72","80","M","69","72","0","15","-","-","RA BR HZ","M","0.60","28.97","29.70"," 2.3","28","7.2"
10,2013-06-26,"92","75","84","M","72","75","0","19","0527","1932","TS","M","0.08","30.03","30.05"," 4.6","19","8.5"
11,2013-06-26,"92","70","81"," 0","72","74","0","16","0526","1933","TSRA BR","0.0","  T","30.01","30.05"," 2.9","18","4.9"
12,2013-06-26,"93","74","84","M","72","75","0","19","-","-","TS TSRA","0.0","0.06","30.01","30.05"," 2.8","18","4.9"
13,2013-06-26,"95","57","76","M","34","55","0","11","-","-"," ","M","0.00","24.32","29.89"," 4.6","13","7.0"
14,2013-06-26,"93","72","83"," 4","70","74","0","18","0517","1949"," ","0.0","0.00","28.51","29.83","10.1","17","10.5"
15,2013-06-26,"78","62","70"," 3","67","68","0"," 5","0408","1930","RA BR","0.0","0.92","29.41","29.78"," 0.4","14","2.2"
16,2013-06-26,"84","63","74","M","67","69","0"," 9","-","-","RA FG+ FG BR","M","0.21","29.64","29.76"," 2.3","34","4.9"
17,2013-06-26,"97","77","87","M","72","77","0","22","-","-"," ","0.0","0.00","29.20","29.87"," 6.2","19","6.5"
18,2013-06-26,"99","79","89"," 5","68","75","0","24","0521","1939"," ","0.0","0.00","29.38","29.88","12.4","18","12.7"
19,2013-06-26,"75","65","70"," 1","65","67","0"," 5","0414","1934","TS RA BR","0.0","0.31","29.02","29.77"," 3.3","15","4.8"
20,2013-06-26,"97","77","87","M","68","74","0","22","-","-"," ","0.0","0.00","29.19","29.88"," 8.9","18","9.3"
1,2013-06-27,"70","60","65","M","61","62","0"," 0","-","-","RA BR","M","0.15","29.69","29.84"," 5.2","06","5.5"
2,2013-06-27,"70","62","66","-1","65","65","0"," 1","0413","1928","RA FG+ FG BR","0.0","0.04","28.76","29.81"," 5.5","09","5.9"
3,2013-06-27,"100","78","89"," 8","71","77","0","24","0508","1945"," ","0.0","0.00","29.15","29.86"," 6.5","18","9.7"
4,2013-06-27,"103","77","90"," 6","64","72","0","25","0531","1937"," ","0.0","0.00","29.28","29.93"," 3.7","17","5.8"
5,2013-06-27,"M","M","M","M","M","M","M","M","0410","1925"," ","M","M","M","M","M","M","M"
6,2013-06-27,"102","76","89"," 7","66","73","0","24","0531","1936"," ","0.0","0.00","29.44","29.93"," 6.5","18","7.4"
7,2013-06-27,"101","75","88","M","66","73","0","23","-","-","HZ","0.0","  T","28.54","29.88"," 7.2","19","11.4"
8,2013-06-27,"104","78","91","M","72","77","0","26","-","-","BR","M","0.03","29.61","M"," 4.7","19","5.6"
9,2013-06-27,"86","69","78","M","60","67","0","13","-","-"," ","M","0.00","29.03","29.77","10.4","30","11.0"
10,2013-06-27,"93","72","83","M","72","75","0","18","0527","1932","RA VCTS","M","0.01","29.95","29.97"," 5.9","21","8.0"
11,2013-06-27,"93","69","81"," 0","72","75","0","16","0527","1933","TS","0.0","0.05","29.93","29.97"," 4.7","25","5.6"
12,2013-06-27,"94","74","84","M","72","75","0","19","-","-","TS","0.0","0.00","29.93","29.97"," 3.1","21","6.2"
13,2013-06-27,"95","59","77","M","37","56","0","12","-","-"," ","M","0.00","24.44","30.01"," 3.8","08","8.1"
14,2013-06-27,"99","73","86"," 6","70","74","0","21","0517","1949"," ","0.0","  T","28.54","29.89"," 5.6","18","9.4"
15,2013-06-27,"72","60","66","-2","62","63","0"," 1","0408","1930","RA BR","0.0","0.06","29.46","29.82"," 3.8","13","4.6"
16,2013-06-27,"71","60","66","M","62","62","0"," 1","-","-","RA FG BR HZ","M","0.07","29.71","29.81"," 4.7","05","5.1"
17,2013-06-27,"100","74","87","M","73","77","0","22","-","-","BR","0.0","0.00","29.22","29.91"," 3.4","19","4.9"
18,2013-06-27,"102","81","92"," 8","68","75","0","27","0521","1939"," ","0.0","0.00","29.42","29.91"," 6.8","18","8.3"
19,2013-06-27,"88","63","76"," 7","66","69","0","11","0415","1934","RA BR","0.0","0.36","28.98","29.73"," 0.4","21","3.3"
20,2013-06-27,"100","78","89","M","68","74","0","24","-","-"," ","0.0","0.00","29.23","29.91"," 4.8","16","6.2"
1,2013-06-28,"84","59","72","M","65","67","0"," 7","-","-","RA FG BR","M","0.35","29.44","29.58"," 3.4","09","7.3"
2,2013-06-28,"78","59","69"," 1","66","66","0"," 4","0413","1928","RA FG+ BR","0.0","0.51","28.52","29.57"," 4.8","17","9.4"
3,2013-06-28,"97","74","86"," 5","65","72","0","21","0509","1945"," ","0.0","0.00","29.18","29.87"," 7.3","34","8.6"
4,2013-06-28,"106","75","91"," 7","65","73","0","26","0532","1937"," ","0.0","0.00","29.20","29.87"," 0.9","19","3.4"
5,2013-06-28,"M","M","M","M","M","M","M","M","0411","1925"," ","M","M","M","M","M","M","M"
6,2013-06-28,"105","75","90"," 8","66","74","0","25","0532","1936"," ","0.0","0.00","29.35","29.86"," 3.8","21","4.9"
7,2013-06-28,"97","72","85","M","63","70","0","20","-","-"," ","0.0","0.00","28.59","29.91"," 5.6","01","7.5"
8,2013-06-28,"105","79","92","M","71","77","0","27","-","-"," ","M","0.00","29.54","M"," 4.1","20","5.1"
9,2013-06-28,"78","65","72","M","60","64","0"," 7","-","-","RA","M","0.11","29.01","29.76","13.3","32","14.3"
10,2013-06-28,"92","78","85","M","72","75","0","20","0528","1932","VCTS","M","  T","29.86","29.86","10.5","24","11.4"
11,2013-06-28,"89","74","82"," 1","73","75","0","17","0527","1933","RA BR","0.0","0.03","29.85","29.86"," 7.5","23","8.5"
12,2013-06-28,"94","80","87","M","71","75","0","22","-","-","RA","0.0","  T","29.85","29.87"," 9.1","25","9.9"
13,2013-06-28,"92","62","M","M","50","60","M","M","-","-","TSRA RA","M","0.53","24.42","30.04"," 0.8","08","11.5"
14,2013-06-28,"98","71","85"," 5","64","71","0","20","0518","1949"," ","0.0","0.00","28.57","29.90"," 6.4","01","8.8"
15,2013-06-28,"73","56","65","-3","62","63","0"," 0","0409","1930","RA BR VCTS","0.0","0.71","29.23","29.57"," 2.0","04","3.5"
16,2013-06-28,"79","60","70","M","66","67","0"," 5","-","-","RA FG+ FG BR VCTS","M","0.22","29.47","29.55"," 6.0","15","9.6"
17,2013-06-28,"97","74","86","M","66","73","0","21","-","-"," ","0.0","0.00","29.23","29.91"," 3.3","01","4.5"
18,2013-06-28,"106","82","94","10","64","73","0","29","0522","1939"," ","0.0","0.00","29.35","29.86"," 2.3","35","6.6"
19,2013-06-28,"80","64","72"," 3","61","65","0"," 7","0415","1934","RA","0.0","0.06","28.89","29.63"," 7.9","31","8.9"
20,2013-06-28,"104","80","92","M","63","72","0","27","-","-"," ","0.0","0.00","29.16","29.85"," 3.1","34","6.4"
1,2013-06-29,"86","72","79","M","67","70","0","14","-","-"," ","M","  T","29.42","29.61"," 7.4","20","7.9"
2,2013-06-29,"79","68","74"," 6","66","68","0"," 9","0414","1928","BR","0.0","  T","28.53","29.62","11.3","21","11.6"
3,2013-06-29,"93","67","80","-1","57","66","0","15","0509","1945"," ","0.0","0.00","29.15","29.85","10.4","34","10.9"
4,2013-06-29,"108","75","92"," 8","61","72","0","27","0532","1937"," ","0.0","0.00","29.13","29.79"," 0.2","35","3.3"
5,2013-06-29,"M","M","M","M","M","M","M","M","0411","1925"," ","M","M","M","M","M","M","M"
6,2013-06-29,"107","72","90"," 8","63","73","0","25","0532","1936"," ","0.0","0.00","29.28","29.78"," 4.0","02","7.0"
7,2013-06-29,"93","71","82","M","57","67","0","17","-","-"," ","0.0","0.00","28.56","29.89"," 7.0","01","7.9"
8,2013-06-29,"109","75","92","M","68","76","0","27","-","-"," ","M","0.00","29.45","M"," 0.7","34","4.8"
9,2013-06-29,"77","63","70","M","56","62","0"," 5","-","-","RA BR","M","0.56","29.14","29.86"," 8.5","01","9.1"
10,2013-06-29,"86","77","82","M","72","75","0","17","0528","1932","RA","M","  T","29.77","29.79","10.9","21","11.3"
11,2013-06-29,"87","74","81"," 0","73","76","0","16","0527","1933"," ","0.0","0.14","29.75","29.79"," 9.2","21","9.6"
12,2013-06-29,"89","79","84","M","72","75","0","19","-","-","RA","0.0","0.01","29.75","29.80"," 8.7","22","9.0"
13,2013-06-29,"81","60","71","M","52","59","0"," 6","-","-"," ","M","  T","24.42","30.05"," 2.7","25","4.9"
14,2013-06-29,"93","76","85"," 5","58","68","0","20","0518","1949"," ","0.0","0.00","28.56","29.88"," 7.0","02","8.4"
15,2013-06-29,"84","65","75"," 7","67","69","0","10","0409","1930","BR","0.0","0.01","29.19","29.58"," 6.3","18","6.9"
16,2013-06-29,"83","69","76","M","68","70","0","11","-","-","BR","M","  T","29.46","29.58"," 8.4","18","8.8"
17,2013-06-29,"92","66","79","M","57","67","0","14","-","-"," ","0.0","0.00","29.21","29.89"," 5.4","36","6.0"
18,2013-06-29,"100","78","89"," 4","61","71","0","24","0522","1940"," ","0.0","0.00","29.33","29.83"," 6.0","01","6.5"
19,2013-06-29,"69","61","65","-5","58","61","0"," 0","0416","1934","FG+ BR","0.0","  T","28.98","29.70","14.3","02","14.4"
20,2013-06-29,"100","75","88","M","61","70","0","23","-","-"," ","0.0","0.00","29.13","29.83"," 5.8","02","6.4"
1,2013-06-30,"87","69","78","M","67","71","0","13","-","-"," ","M","0.00","29.67","29.85"," 6.6","21","6.9"
2,2013-06-30,"82","68","75"," 7","68","69","0","10","0414","1928","BR","0.0","0.00","28.77","29.86"," 9.7","21","9.9"
3,2013-06-30,"86","62","74","-7","55","63","0"," 9","0509","1945"," ","0.0","0.00","29.23","29.92","10.6","35","11.1"
4,2013-06-30,"96","72","84"," 0","66","71","0","19","0532","1937","TSRA BR","0.0","0.35","29.19","29.85"," 2.0","30","4.3"
5,2013-06-30,"M","M","M","M","M","M","M","M","0411","1925"," ","M","M","M","M","M","M","M"
6,2013-06-30,"96","72","84"," 1","66","72","0","19","0532","1936","TSRA BR","0.0","0.55","29.34","29.84"," 1.8","29","5.9"
7,2013-06-30,"87","65","76","M","52","62","0","11","-","-","HZ","0.0","0.00","28.63","29.95"," 8.8","02","9.8"
8,2013-06-30,"99","77","88","M","69","M","0","23","-","-","TS VCTS","M","0.00","29.50","M"," 4.6","32","5.5"
9,2013-06-30,"82","58","70","M","53","60","0"," 5","-","-"," ","M","0.00","29.33","30.06"," 4.6","01","5.6"
10,2013-06-30,"90","75","83","M","73","75","0","18","0528","1932","TSRA","M","0.24","29.80","29.82","10.2","18","11.4"
11,2013-06-30,"90","73","82"," 1","73","75","0","17","0528","1933","TS","0.0","0.10","29.77","29.81"," 7.9","18","8.9"
12,2013-06-30,"94","76","85","M","72","75","0","20","-","-","TSRA RA","0.0","0.35","29.78","29.83"," 7.0","19","9.2"
13,2013-06-30,"74","59","67","M","54","59","0"," 2","-","-","TSRA","M","0.19","24.41","30.07"," 2.8","26","7.7"
14,2013-06-30,"88","67","78","-2","54","63","0","13","0519","1949"," ","0.0","0.00","28.61","29.94"," 9.1","02","10.0"
15,2013-06-30,"87","65","76"," 8","67","69","0","11","0409","1930","RA BR","0.0","0.04","29.44","29.82"," 3.6","18","4.1"
16,2013-06-30,"84","68","76","M","69","71","0","11","-","-"," ","M","0.00","29.70","29.82"," 7.4","19","7.8"
17,2013-06-30,"85","69","77","M","56","64","0","12","-","-"," ","0.0","0.00","29.28","29.96"," 6.9","36","7.2"
