,neighborhoods,price,sqft,title,,,,
1130, (FLATBUSH),"$749,000 ","
                    4br -
                ",2 FAMILY BRICK! EXCELLENT LOCATION! PRICE TO SELL! NO BROKERS PLEASE!,,,,
1133, (Flatbush),"$749,000 ","
                    4br -
                ",2 FAM IN FLATBUSH! EXCELLENT LOCATION! PRICE TO SELL!,,,,
1460, (BROOKLYN),"$749,000 ","
                    6br -
                ",Brick Attached 2 Family -- Renovated,,,,
1462, (Danbury),"$749,000 ","
                    4br -
                    5080ft2 -
                ",Single Family House For Sale,,,,
1751, (Brooklyn),"$749,000 ","
                    3000ft2 -
                ",Prime Location 2 family home gut renovated,,,,
1848," (FAIR LAWN, NJ)","$749,000 ","
                    5br -
                    2700ft2 -
                ",★★★Beautiful 5 BR Home★★★,,,,
1968, (Massapequa),"$749,000 ","
                    4br -
                ",House For Sale,,,,
2145, (BROOKLYN),"$749,000 ","
                    6br -
                ",Brick Attached 2 Family -- Renovated,,,,
1922, (Bellmore),"$749,990 ","
                    5br -
                ",House For Sale,,,,
1985, (Massapequa),"$749,990 ","
                    3br -
                ",House For Sale,,,,
1370, (MILL BASIN),"$750,000 ",NA,2437 EAST 63,,,,
1836, (Ozone Park),"$765,000 ","
                    6br -
                ",3 Bath House,,,,
1746, (Laurelton),"$769,000 ","
                    6br -
                ",3 Bath House,,,,
1986, (Massapequa),"$769,000 ","
                    4br -
                ",House For Sale,,,,
693, (NEW DORP HEIGHTS),"$774,900 ","
                    3br -
                    2016ft2 -
                ",ONE FAMILY DETACHED (BISHOP ST),,,,
701, (NEW DORP HEIGHTS),"$774,900 ","
                    3br -
                    2016ft2 -
                ",ONE FAMILY DETACHED (BISHOP ST),,,,
208, (CONEY ISLAND),"$779,000 ",NA,COMMERCIAL  BUILDING M-1 ZONE  PERFECT 1031 TAX EXCHANGE,,,,
2082, (Chelsea),"$779,000 ","
                    462ft2 -
                ",CHELSEA*CONDO*FULL SERVICE*ALCOVE STUDIO*GYM*ROOFTOP*,,,,
879, (East Hampton),"$779,999 ","
                    4br -
                    3540ft2 -
                ",Waterfront Lake Home,,,,
885, (East Hampton),"$779,999 ","
                    4br -
                    3540ft2 -
                ",Waterfront Lake Home,,,,
888, (East Hampton),"$779,999 ","
                    4br -
                    3540ft2 -
                ",Waterfront Lake Home,,,,
248, (Riverdale),"$780,000 ","
                    4br -
                    2049ft2 -
                ",Victorian 2 Story~Lovely Single Family Home~For Sale~Won't Last!!!,,,,
2344, (Midtown East),"$785,000 ","
                    2br -
                ",Spacious 2-Bed w/ Beautiful Pre-War Details,,,,
1769, (Brooklyn),"$799,000 ","
                    8br -
                ",3 Bath House,,,,
1800, (Brooklyn),"$799,000 ","
                    6br -
                ",2 Bath House,,,,
1938, (Flushing),"$800,000 ","
                    3br -
                ",House For Sale,,,,
1907, (Scarsdale),"$819,000 ","
                    3br -
                    2022ft2 -
                ",Updated Charming Splt Level House in Edgemont,,,,
2057, (Harlem / Morningside),"$819,000 ","
                    2br -
                    879ft2 -
                ",Reduced to Sell -2 Bedroom Condo,,,,
833, (BROOKLYN),"$825,000 ","
                    6br -
                ",Semi-Detached 2 Family Brick -- Renovated,,,,
1444, (BROOKLYN),"$825,000 ","
                    6br -
                ",Semi-Detached 2 Family Brick -- Renovated,,,,
2093, (BROOKLYN),"$825,000 ","
                    6br -
                ",Semi-Detached 2 Family Brick -- Renovated,,,,
2267, (Park Slope),"$825,000 ","
                    1br -
                ",AMAZING Spacious 1BR Co-Op*Sponsor Unit*Concierge*NO BOARD APPROVAL,,,,
521, (QUEENS),"$829,000 ","
                    4br -
                ",Semi-Detached 2 Family Colonial -- Completely Renovated,,,,
1110, (QUEENS),"$829,000 ","
                    4br -
                ",Semi-Detached 2 Family Colonial -- Completely Renovated,,,,
1240,NA,"$829,000 ","
                    6br -
                ",luxurious 2 family house in ozone park,,,,
1259,NA,"$829,000 ","
                    6br -
                ",luxurious 2 family house in ozone park,,,,
1564,NA,"$829,000 ","
                    6br -
                ",luxurious 2 family house in ozone park,,,,
1735, (QUEENS),"$829,000 ","
                    4br -
                ",Semi-Detached 2 Family Colonial -- Completely Renovated,,,,
1212, (12 Timber Ridge Dr),"$849,000 ","
                    4br -
                    43560ft2 -
                ",Beautiful Colonial House in Huntington,,,,
2099, (Fresh Meadows),"$849,000 ","
                    3br -
                    1360ft2 -
                ",2 Bath Colonial,,,,
1647, (East Flatbush),"$849,900 ","
                    8br -
                    3200ft2 -
                ",PERFECT INVESTMENT HUGE DETACHED 2 FAMILY OR DEVELOPMENT ZONING R6,,,,
1648, (East Flatbush),"$849,900 ","
                    8br -
                    3200ft2 -
                ",PERFECT INVESTMENT HUGE DETACHED 2 FAMILY OR DEVELOPMENT ZONING R6,,,,
1522, (BRIGHTWATERS),"$849,990 ",NA,IF YOU BUILD IT THEY WILL COME! BRAND NEW HOME!!,,,,
1997, (Massapequa),"$849,990 ","
                    3br -
                ",House For Sale,,,,
49, (BROOKLYN),"$850,000 ",NA,Attached 2 Family Brick -- Fully Renovated,,,,
709, (33 Blackthorn),"$850,000 ","
                    4br -
                    2850ft2 -
                ",White Plains Open House Sun. 11/13 1-3 PM Special Tudor GREAT Street!,,,,
854, (BROOKLYN),"$850,000 ","
                    5br -
                ",Attached 2 Family Brick -- Fully Renovated,,,,
1481, (BROOKLYN),"$850,000 ","
                    5br -
                ",Attached 2 Family Brick -- Fully Renovated,,,,
2067, (Maspeth),"$850,000 ","
                    4br -
                ",GREAT DEAL! 2 family attached Great location in Ridgewood /Maspeth,,,,
2186, (BROOKLYN),"$850,000 ","
                    5br -
                ",Attached 2 Family Brick -- Fully Renovated,,,,
1738, (Gravesend),"$869,000 ","
                    6br -
                    2000ft2 -
                ",3 Family  Semi Detached Brick,,,,
1595, (Prime Sheepshead Bay),"$869,900 ","
                    4br -
                    1800ft2 -
                ",OPEN HOUSE GORGEOUS BRICK TWO FAMILY 3 BDR OVER 2 ROOMS STUDIO,,,,
1596, (Prime Sheepshead Bay),"$869,900 ","
                    4br -
                    1800ft2 -
                ",OPEN HOUSE GORGEOUS BRICK TWO FAMILY 3 BDR OVER 2 ROOMS STUDIO,,,,
1840, (Sheepshead Bay),"$869,900 ","
                    1800ft2 -
                ",Renovated Two Family House E19/Ave Z,,,,
1842, (Sheepshead Bay),"$869,900 ","
                    1800ft2 -
                ",Renovated Two Family House E19/Ave Z,,,,
1846, (Sheepshead Bay),"$869,900 ","
                    1800ft2 -
                ",RENOVATED TWO FAMILY HOUSE,,,,
1847, (Sheepshead Bay),"$869,900 ","
                    1800ft2 -
                ",Renovated Two Family House E19/Ave Z,,,,
1850, (Sheepshead Bay),"$869,900 ","
                    1800ft2 -
                ",Renovated Two Family House E19/Ave Z,,,,
1853, (Sheepshead Bay),"$869,900 ","
                    1800ft2 -
                ",Renovated Two Family House E19/Ave Z,,,,
287, (Financial District),"$875,000 ","
                    8br -
                    4350ft2 -
                ",CRASH - StockMarket put your money in LAKE MARTIN(Atlanta's favori,,,,
556, (Financial District),"$875,000 ","
                    8br -
                    4300ft2 -
                ",Stock Market will CRASH after the election-PUT YOUR MONEY HERE!!!!!!!!,,,,
564, (Financial District),"$875,000 ","
                    8br -
                    4300ft2 -
                ",Put your stock market money here! Owner Finance w/350K down,,,,
579, (Financial District),"$875,000 ","
                    8br -
                    4300ft2 -
                ",No HOA fees PLUS approved for Vacation Rentals REDUCED,,,,
1254, (Cortlandt Manor),"$875,000 ","
                    6br -
                    3500ft2 -
                ",2 Beautiful Hudson River Homes Stunning Views,,,,
293, (TOTTENVILLE),"$879,000 ","
                    4br -
                    2950ft2 -
                ",NEW CONSTRUCTION TWO FAMILY DETACHED (MANHATTAN ST),,,,
1024,NA,"$879,000 ","
                    7br -
                ",fully renovated 2 family mansion,,,,
1096,NA,"$879,000 ","
                    7br -
                ",fully renovated 2 family mansion,,,,
1104,NA,"$879,000 ","
                    7br -
                ",fully renovated 2 family mansion,,,,
1250,NA,"$879,000 ","
                    7br -
                ",fully renovated 2 family mansion,,,,
2100, (Flushing),"$880,000 ","
                    5br -
                ",2.5 Bath Colonial,,,,
2139, (Financial District),"$885,000 ","
                    8br -
                    4350ft2 -
                ",StockMarket going Down Hill - Put your money on LAKE HOUSE reduced!!!!,,,,
2184, (Financial District),"$885,000 ","
                    8br -
                    4300ft2 -
                ",STOCK CRASH after election - pull your money and put in this HOUSE!!,,,,
790,NA,"$888,000 ","
                    7br -
                    3160ft2 -
                ",Coney Island,,,,
1508," (Brooklyn, NY)","$888,000 ","
                    4br -
                    1980ft2 -
                ","2 Family House in Prime Sheepshead Bay, Bedford Ave/Ave Z",,,,
1247,NA,"$889,000 ","
                    7br -
                ",fully renovated 2 family mansion,,,,
2149, (Croton On Hudson),"$895,000 ",NA,CROTON ON HUDSON  NY RESIDENTIAL DEVELOP OPPY- 21 ACRES - R80,,,,
379,NA,"$899,000 ","
                    3br -
                ",1 family astoria,,,,
568,NA,"$899,000 ","
                    3br -
                ",1 fam astoria,,,,
911, (Lower East Side),"$899,000 ","
                    2br -
                    1500ft2 -
                ",Townhouse direct beachfront Lauderdale by the Sea,,,,
973,NA,"$899,000 ","
                    4br -
                    4234ft2 -
                ",Colonial home for sale lower weston,,,,
1777, (Prime Sheepshead Bay-2583 East 21 Street),"$899,000 ","
                    4br -
                    1152ft2 -
                ","Beautiful, detached 1 Fam. house for sale",,,,
1781, (Sheepshead bay-2346 East 29 Street),"$899,000 ","
                    3br -
                ",Open House 11/05/16 11am-1pm. S/D (20 ft.wide) 1 family house-sale,,,,
1992, (Massapequa),"$899,000 ","
                    5br -
                ",House For Sale,,,,
2192, (Downtown),"$899,000 ",NA,"Motel, Restaurant and Resort in Sheppton Pa",,,,
1552, (Prime Sheepshead Bay),"$899,900 ","
                    3br -
                    1800ft2 -
                ","OPEN HOUSE LARGE BRICK 2 FAMILY, 5 OVER 4 ROOMS OVER FULL BASEMENT",,,,
1553, (Prime Sheepshead Bay),"$899,900 ","
                    3br -
                    1800ft2 -
                ","OPEN HOUSE LARGE BRICK 2 FAMILY, 5 OVER 4 ROOMS OVER FULL BASEMENT",,,,
1702, (Sheepshead Bay),"$899,900 ","
                    1720ft2 -
                ",OPEN HOUSE ON SUNDAY!TWO FAMILY BRICK HOUSE FOR SALE AT PRIME LOCATION,,,,
1091, (Pound Ridge),"$900,000 ","
                    2457ft2 -
                ",Charming and Comfortable Traditional Colonial,,,,
54, (Brooklyn),"$925,000 ",NA,☆ Priced To Sell: Breathtaking 5 Family Brooklyn House ☆,,,,
161, (Brooklyn),"$925,000 ",NA,☆ Priced To Sell: Breathtaking 5 Family Brooklyn House ☆,,,,
176, (Brooklyn),"$925,000 ",NA,☆ Priced To Sell: Breathtaking 5 Family Brooklyn House ☆,,,,
220, (Brooklyn),"$925,000 ",NA,☆ Priced To Sell: Breathtaking 5 Family Brooklyn House ☆,,,,
227, (Brooklyn),"$925,000 ",NA,☆ Priced To Sell: Breathtaking 5 Family Brooklyn House ☆,,,,
264, (Brooklyn),"$925,000 ",NA,☆ Priced To Sell: Breathtaking 5 Family Brooklyn House ☆,,,,
283, (Brooklyn),"$925,000 ",NA,☆ Priced To Sell: Breathtaking 5 Family Brooklyn House ☆,,,,
377, (Brooklyn),"$925,000 ",NA,☆ Priced To Sell: Breathtaking 5 Family Brooklyn House ☆,,,,
1937, (East Meadow),"$928,888 ","
                    5br -
                ",House For Sale,,,,
1368, (MILL BASIN),"$949,000 ",NA,MILL BASIN BEAUTY,,,,
2329, (Cortlandt),"$949,000 ","
                    4br -
                    4927ft2 -
                ","Cortlandt Manor, NY Home for Sale - 4bd 3ba/1hba",,,,
2346, (Briarcliff Manor),"$949,500 ","
                    4br -
                    3305ft2 -
                ",4bd 3ba/1hba Home for Sale in Briarcliff Manor,,,,
212, (Grymes Hill),"$949,900 ","
                    4br -
                    3500ft2 -
                ",One Family Detached (Woodside Ave),,,,
2315, (GRYMES HILL),"$949,999 ","
                    5br -
                ",Beautiful home on quiet street for sale in Grymes Hill,,,,
2283, (WEST BIRCHWOOD LONG ISLAND),"$950,000 ","
                    4br -
                ",JERICHO JERICHO JERICHO,,,,
2292, (WEST BIRCHWOOD LONG ISLAND),"$950,000 ","
                    4br -
                ",JERICHO JERICHO JERICHO,,,,
2301, (WEST BIRCHWOOD LONG ISLAND),"$950,000 ","
                    4br -
                ",JERICHO JERICHO JERICHO,,,,
2390, (Manhattan (Midtown East)),"$970,000 ","
                    2br -
                    856ft2 -
                ","SLEEK, MODERN Condo in heart of Manhattan!",,,,
2159, (Stamford Downtown),"$978,000 ","
                    3br -
                    1900ft2 -
                ",** TRUMP PARC Luxury Living-WATERVIEWS ! SUNNY 3BR Residence,,,,
